Riversystem mini_uTAHPS_qmin reservoir fractions [fr] 
YYYY MM DD HH HJELLE 
2025 2 10 11 0.4857 
2025 2 10 12 0.4857 
2025 2 10 13 0.4856 
2025 2 10 14 0.4856 
2025 2 10 15 0.4855 
2025 2 10 16 0.4855 
2025 2 10 17 0.4855 
2025 2 10 18 0.4854 
2025 2 10 19 0.4854 
2025 2 10 20 0.4853 
2025 2 10 21 0.4853 
2025 2 10 22 0.4853 
2025 2 10 23 0.4852 
2025 2 11 0 0.4852 
2025 2 11 1 0.4851 
2025 2 11 2 0.4851 
2025 2 11 3 0.4851 
2025 2 11 4 0.4850 
2025 2 11 5 0.4850 
2025 2 11 6 0.4849 
2025 2 11 7 0.4849 
2025 2 11 8 0.4849 
2025 2 11 9 0.4848 
2025 2 11 10 0.4848 
2025 2 11 11 0.4847 
2025 2 11 12 0.4847 
2025 2 11 13 0.4847 
2025 2 11 14 0.4846 
2025 2 11 15 0.4846 
2025 2 11 16 0.4845 
2025 2 11 17 0.4845 
2025 2 11 18 0.4845 
2025 2 11 19 0.4844 
2025 2 11 20 0.4844 
2025 2 11 21 0.4844 
2025 2 11 22 0.4843 
2025 2 11 23 0.4843 
2025 2 12 0 0.4842 
2025 2 12 1 0.4842 
2025 2 12 2 0.4842 
2025 2 12 3 0.4841 
2025 2 12 4 0.4841 
2025 2 12 5 0.4840 
2025 2 12 6 0.4840 
2025 2 12 7 0.4840 
2025 2 12 8 0.4839 
2025 2 12 9 0.4839 
2025 2 12 10 0.4838 
2025 2 12 11 0.4838 
2025 2 12 12 0.4838 
2025 2 12 13 0.4837 
2025 2 12 14 0.4837 
2025 2 12 15 0.4836 
2025 2 12 16 0.4836 
2025 2 12 17 0.4836 
2025 2 12 18 0.4835 
2025 2 12 19 0.4835 
2025 2 12 20 0.4834 
2025 2 12 21 0.4834 
2025 2 12 22 0.4834 
2025 2 12 23 0.4833 
2025 2 13 0 0.4833 
2025 2 13 1 0.4832 
2025 2 13 2 0.4832 
2025 2 13 3 0.4832 
2025 2 13 4 0.4831 
2025 2 13 5 0.4831 
2025 2 13 6 0.4830 
2025 2 13 7 0.4830 
2025 2 13 8 0.4830 
2025 2 13 9 0.4829 
2025 2 13 10 0.4829 
2025 2 13 11 0.4828 
2025 2 13 12 0.4828 
2025 2 13 13 0.4828 
2025 2 13 14 0.4827 
2025 2 13 15 0.4827 
2025 2 13 16 0.4826 
2025 2 13 17 0.4826 
2025 2 13 18 0.4826 
2025 2 13 19 0.4825 
2025 2 13 20 0.4825 
2025 2 13 21 0.4824 
2025 2 13 22 0.4824 
2025 2 13 23 0.4824 
2025 2 14 0 0.4823 
2025 2 14 1 0.4823 
2025 2 14 2 0.4822 
2025 2 14 3 0.4822 
2025 2 14 4 0.4822 
2025 2 14 5 0.4821 
2025 2 14 6 0.4821 
2025 2 14 7 0.4820 
2025 2 14 8 0.4820 
2025 2 14 9 0.4820 
2025 2 14 10 0.4819 
2025 2 14 11 0.4819 
2025 2 14 12 0.4818 
2025 2 14 13 0.4818 
2025 2 14 14 0.4818 
2025 2 14 15 0.4817 
2025 2 14 16 0.4817 
2025 2 14 17 0.4816 
2025 2 14 18 0.4816 
2025 2 14 19 0.4816 
2025 2 14 20 0.4815 
2025 2 14 21 0.4815 
2025 2 14 22 0.4814 
2025 2 14 23 0.4814 
2025 2 15 0 0.4814 
2025 2 15 1 0.4813 
2025 2 15 2 0.4813 
2025 2 15 3 0.4812 
2025 2 15 4 0.4812 
2025 2 15 5 0.4812 
2025 2 15 6 0.4811 
2025 2 15 7 0.4811 
2025 2 15 8 0.4810 
2025 2 15 9 0.4810 
2025 2 15 10 0.4810 
2025 2 15 11 0.4809 
2025 2 15 12 0.4809 
2025 2 15 13 0.4808 
2025 2 15 14 0.4808 
2025 2 15 15 0.4808 
2025 2 15 16 0.4807 
2025 2 15 17 0.4807 
2025 2 15 18 0.4806 
2025 2 15 19 0.4806 
2025 2 15 20 0.4806 
2025 2 15 21 0.4805 
2025 2 15 22 0.4805 
2025 2 15 23 0.4804 
2025 2 16 0 0.4804 
2025 2 16 1 0.4804 
2025 2 16 2 0.4803 
2025 2 16 3 0.4803 
2025 2 16 4 0.4802 
2025 2 16 5 0.4802 
2025 2 16 6 0.4802 
2025 2 16 7 0.4801 
2025 2 16 8 0.4801 
2025 2 16 9 0.4800 
2025 2 16 10 0.4800 
2025 2 16 11 0.4800 
2025 2 16 12 0.4799 
2025 2 16 13 0.4799 
2025 2 16 14 0.4798 
2025 2 16 15 0.4798 
2025 2 16 16 0.4798 
2025 2 16 17 0.4797 
2025 2 16 18 0.4797 
2025 2 16 19 0.4796 
2025 2 16 20 0.4796 
2025 2 16 21 0.4796 
2025 2 16 22 0.4795 
2025 2 16 23 0.4795 
2025 2 17 0 0.4794 
2025 2 17 1 0.4794 
2025 2 17 2 0.4794 
2025 2 17 3 0.4793 
2025 2 17 4 0.4793 
2025 2 17 5 0.4792 
2025 2 17 6 0.4792 
2025 2 17 7 0.4792 
2025 2 17 8 0.4791 
2025 2 17 9 0.4791 
2025 2 17 10 0.4790 
2025 2 17 11 0.4790 
2025 2 17 12 0.4790 
2025 2 17 13 0.4789 
2025 2 17 14 0.4789 
2025 2 17 15 0.4788 
2025 2 17 16 0.4788 
2025 2 17 17 0.4788 
2025 2 17 18 0.4787 
2025 2 17 19 0.4787 
2025 2 17 20 0.4786 
2025 2 17 21 0.4786 
2025 2 17 22 0.4786 
2025 2 17 23 0.4785 
2025 2 18 0 0.4785 
2025 2 18 1 0.4784 
2025 2 18 2 0.4784 
2025 2 18 3 0.4784 
2025 2 18 4 0.4783 
2025 2 18 5 0.4783 
2025 2 18 6 0.4782 
2025 2 18 7 0.4782 
2025 2 18 8 0.4782 
2025 2 18 9 0.4781 
2025 2 18 10 0.4781 
2025 2 18 11 0.4780 
2025 2 18 12 0.4780 
2025 2 18 13 0.4780 
2025 2 18 14 0.4779 
2025 2 18 15 0.4779 
2025 2 18 16 0.4778 
2025 2 18 17 0.4778 
2025 2 18 18 0.4778 
2025 2 18 19 0.4777 
2025 2 18 20 0.4777 
2025 2 18 21 0.4776 
2025 2 18 22 0.4776 
2025 2 18 23 0.4776 
2025 2 19 0 0.4775 
2025 2 19 1 0.4775 
2025 2 19 2 0.4774 
2025 2 19 3 0.4774 
2025 2 19 4 0.4774 
2025 2 19 5 0.4773 
2025 2 19 6 0.4773 
2025 2 19 7 0.4772 
2025 2 19 8 0.4772 
2025 2 19 9 0.4772 
2025 2 19 10 0.4771 
2025 2 19 11 0.4771 
2025 2 19 12 0.4771 
2025 2 19 13 0.4770 
2025 2 19 14 0.4770 
2025 2 19 15 0.4769 
2025 2 19 16 0.4769 
2025 2 19 17 0.4769 
2025 2 19 18 0.4768 
2025 2 19 19 0.4768 
2025 2 19 20 0.4767 
2025 2 19 21 0.4767 
2025 2 19 22 0.4767 
2025 2 19 23 0.4766 
2025 2 20 0 0.4766 
2025 2 20 1 0.4765 
2025 2 20 2 0.4765 
2025 2 20 3 0.4765 
2025 2 20 4 0.4764 
2025 2 20 5 0.4764 
2025 2 20 6 0.4763 
2025 2 20 7 0.4763 
2025 2 20 8 0.4763 
2025 2 20 9 0.4762 
2025 2 20 10 0.4762 
2025 2 20 11 0.4761 
2025 2 20 12 0.4761 
2025 2 20 13 0.4761 
2025 2 20 14 0.4760 
2025 2 20 15 0.4760 
2025 2 20 16 0.4759 
2025 2 20 17 0.4759 
2025 2 20 18 0.4759 
2025 2 20 19 0.4758 
2025 2 20 20 0.4758 
2025 2 20 21 0.4757 
2025 2 20 22 0.4757 
2025 2 20 23 0.4757 
2025 2 21 0 0.4756 
2025 2 21 1 0.4756 
2025 2 21 2 0.4755 
2025 2 21 3 0.4755 
2025 2 21 4 0.4755 
2025 2 21 5 0.4754 
2025 2 21 6 0.4754 
2025 2 21 7 0.4753 
2025 2 21 8 0.4753 
2025 2 21 9 0.4753 
2025 2 21 10 0.4752 
2025 2 21 11 0.4752 
2025 2 21 12 0.4751 
2025 2 21 13 0.4751 
2025 2 21 14 0.4751 
2025 2 21 15 0.4750 
2025 2 21 16 0.4750 
2025 2 21 17 0.4749 
2025 2 21 18 0.4749 
2025 2 21 19 0.4749 
2025 2 21 20 0.4748 
2025 2 21 21 0.4748 
2025 2 21 22 0.4747 
2025 2 21 23 0.4747 
2025 2 22 0 0.4747 
2025 2 22 1 0.4746 
2025 2 22 2 0.4746 
2025 2 22 3 0.4745 
2025 2 22 4 0.4745 
2025 2 22 5 0.4745 
2025 2 22 6 0.4744 
2025 2 22 7 0.4744 
2025 2 22 8 0.4743 
2025 2 22 9 0.4743 
2025 2 22 10 0.4743 
2025 2 22 11 0.4742 
2025 2 22 12 0.4742 
2025 2 22 13 0.4741 
2025 2 22 14 0.4741 
2025 2 22 15 0.4741 
2025 2 22 16 0.4740 
2025 2 22 17 0.4740 
2025 2 22 18 0.4739 
2025 2 22 19 0.4739 
2025 2 22 20 0.4739 
2025 2 22 21 0.4738 
2025 2 22 22 0.4738 
2025 2 22 23 0.4737 
2025 2 23 0 0.4737 
2025 2 23 1 0.4737 
2025 2 23 2 0.4736 
2025 2 23 3 0.4736 
2025 2 23 4 0.4735 
2025 2 23 5 0.4735 
2025 2 23 6 0.4735 
2025 2 23 7 0.4734 
2025 2 23 8 0.4734 
2025 2 23 9 0.4733 
2025 2 23 10 0.4733 
2025 2 23 11 0.4733 
2025 2 23 12 0.4732 
2025 2 23 13 0.4732 
2025 2 23 14 0.4731 
2025 2 23 15 0.4731 
2025 2 23 16 0.4731 
2025 2 23 17 0.4730 
2025 2 23 18 0.4730 
2025 2 23 19 0.4729 
2025 2 23 20 0.4729 
2025 2 23 21 0.4729 
2025 2 23 22 0.4728 
2025 2 23 23 0.4728 
2025 2 24 0 0.4727 
2025 2 24 1 0.4727 
2025 2 24 2 0.4727 
2025 2 24 3 0.4726 
2025 2 24 4 0.4726 
2025 2 24 5 0.4725 
2025 2 24 6 0.4725 
2025 2 24 7 0.4725 
2025 2 24 8 0.4724 
2025 2 24 9 0.4724 
2025 2 24 10 0.4723 
2025 2 24 11 0.4723 
2025 2 24 12 0.4723 
2025 2 24 13 0.4722 
2025 2 24 14 0.4722 
2025 2 24 15 0.4721 
2025 2 24 16 0.4721 
2025 2 24 17 0.4721 
2025 2 24 18 0.4720 
2025 2 24 19 0.4720 
2025 2 24 20 0.4719 
2025 2 24 21 0.4719 
2025 2 24 22 0.4719 
2025 2 24 23 0.4718 
2025 2 25 0 0.4718 
2025 2 25 1 0.4717 
2025 2 25 2 0.4717 
2025 2 25 3 0.4717 
2025 2 25 4 0.4716 
2025 2 25 5 0.4716 
2025 2 25 6 0.4715 
2025 2 25 7 0.4715 
2025 2 25 8 0.4715 
2025 2 25 9 0.4714 
2025 2 25 10 0.4714 
2025 2 25 11 0.4713 
2025 2 25 12 0.4713 
2025 2 25 13 0.4713 
2025 2 25 14 0.4712 
2025 2 25 15 0.4712 
2025 2 25 16 0.4711 
2025 2 25 17 0.4711 
2025 2 25 18 0.4711 
2025 2 25 19 0.4710 
2025 2 25 20 0.4710 
2025 2 25 21 0.4709 
2025 2 25 22 0.4709 
2025 2 25 23 0.4709 
2025 2 26 0 0.4708 
2025 2 26 1 0.4708 
2025 2 26 2 0.4707 
2025 2 26 3 0.4707 
2025 2 26 4 0.4707 
2025 2 26 5 0.4706 
2025 2 26 6 0.4706 
2025 2 26 7 0.4705 
2025 2 26 8 0.4705 
2025 2 26 9 0.4705 
2025 2 26 10 0.4704 
2025 2 26 11 0.4704 
2025 2 26 12 0.4703 
2025 2 26 13 0.4703 
2025 2 26 14 0.4703 
2025 2 26 15 0.4702 
2025 2 26 16 0.4702 
2025 2 26 17 0.4701 
2025 2 26 18 0.4701 
2025 2 26 19 0.4701 
2025 2 26 20 0.4700 
2025 2 26 21 0.4700 
2025 2 26 22 0.4699 
2025 2 26 23 0.4699 
2025 2 27 0 0.4699 
2025 2 27 1 0.4698 
2025 2 27 2 0.4698 
2025 2 27 3 0.4698 
2025 2 27 4 0.4697 
2025 2 27 5 0.4697 
2025 2 27 6 0.4696 
2025 2 27 7 0.4696 
2025 2 27 8 0.4696 
2025 2 27 9 0.4695 
2025 2 27 10 0.4695 
2025 2 27 11 0.4694 
2025 2 27 12 0.4694 
2025 2 27 13 0.4694 
2025 2 27 14 0.4693 
2025 2 27 15 0.4693 
2025 2 27 16 0.4692 
2025 2 27 17 0.4692 
2025 2 27 18 0.4692 
2025 2 27 19 0.4691 
2025 2 27 20 0.4691 
2025 2 27 21 0.4690 
2025 2 27 22 0.4690 
2025 2 27 23 0.4690 
2025 2 28 0 0.4689 
2025 2 28 1 0.4689 
2025 2 28 2 0.4688 
2025 2 28 3 0.4688 
2025 2 28 4 0.4688 
2025 2 28 5 0.4687 
2025 2 28 6 0.4687 
2025 2 28 7 0.4686 
2025 2 28 8 0.4686 
2025 2 28 9 0.4686 
2025 2 28 10 0.4685 
2025 2 28 11 0.4685 
2025 2 28 12 0.4684 
2025 2 28 13 0.4684 
2025 2 28 14 0.4684 
2025 2 28 15 0.4683 
2025 2 28 16 0.4683 
2025 2 28 17 0.4682 
2025 2 28 18 0.4682 
2025 2 28 19 0.4682 
2025 2 28 20 0.4681 
2025 2 28 21 0.4681 
2025 2 28 22 0.4680 
2025 2 28 23 0.4680 
2025 3 1 0 0.4681 
2025 3 1 1 0.4682 
2025 3 1 2 0.4682 
2025 3 1 3 0.4683 
2025 3 1 4 0.4684 
2025 3 1 5 0.4685 
2025 3 1 6 0.4686 
2025 3 1 7 0.4686 
2025 3 1 8 0.4687 
2025 3 1 9 0.4688 
2025 3 1 10 0.4689 
2025 3 1 11 0.4690 
2025 3 1 12 0.4690 
2025 3 1 13 0.4691 
2025 3 1 14 0.4692 
2025 3 1 15 0.4693 
2025 3 1 16 0.4694 
2025 3 1 17 0.4694 
2025 3 1 18 0.4695 
2025 3 1 19 0.4696 
2025 3 1 20 0.4697 
2025 3 1 21 0.4698 
2025 3 1 22 0.4698 
2025 3 1 23 0.4699 
2025 3 2 0 0.4700 
2025 3 2 1 0.4701 
2025 3 2 2 0.4701 
2025 3 2 3 0.4702 
2025 3 2 4 0.4703 
2025 3 2 5 0.4704 
2025 3 2 6 0.4705 
2025 3 2 7 0.4705 
2025 3 2 8 0.4706 
2025 3 2 9 0.4707 
2025 3 2 10 0.4708 
2025 3 2 11 0.4709 
2025 3 2 12 0.4709 
2025 3 2 13 0.4710 
2025 3 2 14 0.4711 
2025 3 2 15 0.4712 
2025 3 2 16 0.4713 
2025 3 2 17 0.4713 
2025 3 2 18 0.4714 
2025 3 2 19 0.4715 
2025 3 2 20 0.4716 
2025 3 2 21 0.4717 
2025 3 2 22 0.4717 
2025 3 2 23 0.4718 
2025 3 3 0 0.4719 
2025 3 3 1 0.4720 
2025 3 3 2 0.4721 
2025 3 3 3 0.4721 
2025 3 3 4 0.4722 
2025 3 3 5 0.4723 
2025 3 3 6 0.4724 
2025 3 3 7 0.4725 
2025 3 3 8 0.4725 
2025 3 3 9 0.4726 
2025 3 3 10 0.4727 
2025 3 3 11 0.4728 
2025 3 3 12 0.4729 
2025 3 3 13 0.4729 
2025 3 3 14 0.4730 
2025 3 3 15 0.4731 
2025 3 3 16 0.4732 
2025 3 3 17 0.4733 
2025 3 3 18 0.4733 
2025 3 3 19 0.4734 
2025 3 3 20 0.4735 
2025 3 3 21 0.4736 
2025 3 3 22 0.4737 
2025 3 3 23 0.4737 
2025 3 4 0 0.4738 
2025 3 4 1 0.4739 
2025 3 4 2 0.4740 
2025 3 4 3 0.4741 
2025 3 4 4 0.4741 
2025 3 4 5 0.4742 
2025 3 4 6 0.4743 
2025 3 4 7 0.4744 
2025 3 4 8 0.4745 
2025 3 4 9 0.4745 
2025 3 4 10 0.4746 
2025 3 4 11 0.4747 
2025 3 4 12 0.4748 
2025 3 4 13 0.4749 
2025 3 4 14 0.4749 
2025 3 4 15 0.4750 
2025 3 4 16 0.4751 
2025 3 4 17 0.4752 
2025 3 4 18 0.4753 
2025 3 4 19 0.4753 
2025 3 4 20 0.4754 
2025 3 4 21 0.4755 
2025 3 4 22 0.4756 
2025 3 4 23 0.4757 
2025 3 5 0 0.4757 
2025 3 5 1 0.4758 
2025 3 5 2 0.4759 
2025 3 5 3 0.4760 
2025 3 5 4 0.4761 
2025 3 5 5 0.4761 
2025 3 5 6 0.4762 
2025 3 5 7 0.4763 
2025 3 5 8 0.4764 
2025 3 5 9 0.4765 
2025 3 5 10 0.4765 
2025 3 5 11 0.4766 
2025 3 5 12 0.4767 
2025 3 5 13 0.4768 
2025 3 5 14 0.4769 
2025 3 5 15 0.4769 
2025 3 5 16 0.4770 
2025 3 5 17 0.4771 
2025 3 5 18 0.4772 
2025 3 5 19 0.4772 
2025 3 5 20 0.4773 
2025 3 5 21 0.4774 
2025 3 5 22 0.4775 
2025 3 5 23 0.4776 
2025 3 6 0 0.4776 
2025 3 6 1 0.4777 
2025 3 6 2 0.4778 
2025 3 6 3 0.4779 
2025 3 6 4 0.4780 
2025 3 6 5 0.4780 
2025 3 6 6 0.4781 
2025 3 6 7 0.4782 
2025 3 6 8 0.4783 
2025 3 6 9 0.4784 
2025 3 6 10 0.4784 
2025 3 6 11 0.4785 
2025 3 6 12 0.4786 
2025 3 6 13 0.4787 
2025 3 6 14 0.4788 
2025 3 6 15 0.4788 
2025 3 6 16 0.4789 
2025 3 6 17 0.4790 
2025 3 6 18 0.4791 
2025 3 6 19 0.4792 
2025 3 6 20 0.4792 
2025 3 6 21 0.4793 
2025 3 6 22 0.4794 
2025 3 6 23 0.4795 
2025 3 7 0 0.4796 
2025 3 7 1 0.4796 
2025 3 7 2 0.4797 
2025 3 7 3 0.4798 
2025 3 7 4 0.4799 
2025 3 7 5 0.4800 
2025 3 7 6 0.4800 
2025 3 7 7 0.4801 
2025 3 7 8 0.4802 
2025 3 7 9 0.4803 
2025 3 7 10 0.4804 
2025 3 7 11 0.4804 
2025 3 7 12 0.4805 
2025 3 7 13 0.4806 
2025 3 7 14 0.4807 
2025 3 7 15 0.4808 
2025 3 7 16 0.4808 
2025 3 7 17 0.4809 
2025 3 7 18 0.4810 
2025 3 7 19 0.4811 
2025 3 7 20 0.4812 
2025 3 7 21 0.4812 
2025 3 7 22 0.4813 
2025 3 7 23 0.4814 
2025 3 8 0 0.4815 
2025 3 8 1 0.4816 
2025 3 8 2 0.4816 
2025 3 8 3 0.4817 
2025 3 8 4 0.4818 
2025 3 8 5 0.4819 
2025 3 8 6 0.4820 
2025 3 8 7 0.4820 
2025 3 8 8 0.4821 
2025 3 8 9 0.4822 
2025 3 8 10 0.4823 
2025 3 8 11 0.4824 
2025 3 8 12 0.4824 
2025 3 8 13 0.4825 
2025 3 8 14 0.4826 
2025 3 8 15 0.4827 
2025 3 8 16 0.4828 
2025 3 8 17 0.4828 
2025 3 8 18 0.4829 
2025 3 8 19 0.4830 
2025 3 8 20 0.4831 
2025 3 8 21 0.4832 
2025 3 8 22 0.4832 
2025 3 8 23 0.4833 
2025 3 9 0 0.4834 
2025 3 9 1 0.4835 
2025 3 9 2 0.4836 
2025 3 9 3 0.4836 
2025 3 9 4 0.4837 
2025 3 9 5 0.4838 
2025 3 9 6 0.4839 
2025 3 9 7 0.4840 
2025 3 9 8 0.4840 
2025 3 9 9 0.4841 
2025 3 9 10 0.4842 
2025 3 9 11 0.4843 
2025 3 9 12 0.4844 
2025 3 9 13 0.4844 
2025 3 9 14 0.4845 
2025 3 9 15 0.4846 
2025 3 9 16 0.4847 
2025 3 9 17 0.4847 
2025 3 9 18 0.4848 
2025 3 9 19 0.4849 
2025 3 9 20 0.4850 
2025 3 9 21 0.4851 
2025 3 9 22 0.4851 
2025 3 9 23 0.4852 
2025 3 10 0 0.4853 
2025 3 10 1 0.4854 
2025 3 10 2 0.4855 
2025 3 10 3 0.4855 
2025 3 10 4 0.4856 
2025 3 10 5 0.4857 
2025 3 10 6 0.4858 
2025 3 10 7 0.4859 
2025 3 10 8 0.4859 
2025 3 10 9 0.4860 
2025 3 10 10 0.4861 
2025 3 10 11 0.4862 
2025 3 10 12 0.4863 
2025 3 10 13 0.4863 
2025 3 10 14 0.4864 
2025 3 10 15 0.4865 
2025 3 10 16 0.4866 
2025 3 10 17 0.4867 
2025 3 10 18 0.4867 
2025 3 10 19 0.4868 
2025 3 10 20 0.4869 
2025 3 10 21 0.4870 
2025 3 10 22 0.4871 
2025 3 10 23 0.4871 
2025 3 11 0 0.4872 
2025 3 11 1 0.4873 
2025 3 11 2 0.4874 
2025 3 11 3 0.4875 
2025 3 11 4 0.4875 
2025 3 11 5 0.4876 
2025 3 11 6 0.4877 
2025 3 11 7 0.4878 
2025 3 11 8 0.4879 
2025 3 11 9 0.4879 
2025 3 11 10 0.4880 
2025 3 11 11 0.4881 
2025 3 11 12 0.4882 
2025 3 11 13 0.4883 
2025 3 11 14 0.4883 
2025 3 11 15 0.4884 
2025 3 11 16 0.4885 
2025 3 11 17 0.4886 
2025 3 11 18 0.4887 
2025 3 11 19 0.4887 
2025 3 11 20 0.4888 
2025 3 11 21 0.4889 
2025 3 11 22 0.4890 
2025 3 11 23 0.4891 
2025 3 12 0 0.4891 
2025 3 12 1 0.4892 
2025 3 12 2 0.4893 
2025 3 12 3 0.4894 
2025 3 12 4 0.4895 
2025 3 12 5 0.4895 
2025 3 12 6 0.4896 
2025 3 12 7 0.4897 
2025 3 12 8 0.4898 
2025 3 12 9 0.4899 
2025 3 12 10 0.4899 
2025 3 12 11 0.4900 
2025 3 12 12 0.4901 
2025 3 12 13 0.4902 
2025 3 12 14 0.4903 
2025 3 12 15 0.4903 
2025 3 12 16 0.4904 
2025 3 12 17 0.4905 
2025 3 12 18 0.4906 
2025 3 12 19 0.4907 
2025 3 12 20 0.4907 
2025 3 12 21 0.4908 
2025 3 12 22 0.4909 
2025 3 12 23 0.4910 
2025 3 13 0 0.4911 
2025 3 13 1 0.4911 
2025 3 13 2 0.4912 
2025 3 13 3 0.4913 
2025 3 13 4 0.4914 
2025 3 13 5 0.4915 
2025 3 13 6 0.4915 
2025 3 13 7 0.4916 
2025 3 13 8 0.4917 
2025 3 13 9 0.4918 
2025 3 13 10 0.4918 
2025 3 13 11 0.4919 
2025 3 13 12 0.4920 
2025 3 13 13 0.4921 
2025 3 13 14 0.4922 
2025 3 13 15 0.4922 
2025 3 13 16 0.4923 
2025 3 13 17 0.4924 
2025 3 13 18 0.4925 
2025 3 13 19 0.4926 
2025 3 13 20 0.4926 
2025 3 13 21 0.4927 
2025 3 13 22 0.4928 
2025 3 13 23 0.4929 
2025 3 14 0 0.4930 
2025 3 14 1 0.4930 
2025 3 14 2 0.4931 
2025 3 14 3 0.4932 
2025 3 14 4 0.4933 
2025 3 14 5 0.4934 
2025 3 14 6 0.4934 
2025 3 14 7 0.4935 
2025 3 14 8 0.4936 
2025 3 14 9 0.4937 
2025 3 14 10 0.4938 
2025 3 14 11 0.4938 
2025 3 14 12 0.4939 
2025 3 14 13 0.4940 
2025 3 14 14 0.4941 
2025 3 14 15 0.4942 
2025 3 14 16 0.4942 
2025 3 14 17 0.4943 
2025 3 14 18 0.4944 
2025 3 14 19 0.4945 
2025 3 14 20 0.4946 
2025 3 14 21 0.4946 
2025 3 14 22 0.4947 
2025 3 14 23 0.4948 
2025 3 15 0 0.4949 
2025 3 15 1 0.4950 
2025 3 15 2 0.4950 
2025 3 15 3 0.4951 
2025 3 15 4 0.4952 
2025 3 15 5 0.4953 
2025 3 15 6 0.4954 
2025 3 15 7 0.4954 
2025 3 15 8 0.4955 
2025 3 15 9 0.4956 
2025 3 15 10 0.4957 
2025 3 15 11 0.4958 
2025 3 15 12 0.4958 
2025 3 15 13 0.4959 
2025 3 15 14 0.4960 
2025 3 15 15 0.4961 
2025 3 15 16 0.4962 
2025 3 15 17 0.4962 
2025 3 15 18 0.4963 
2025 3 15 19 0.4964 
2025 3 15 20 0.4965 
2025 3 15 21 0.4966 
2025 3 15 22 0.4966 
2025 3 15 23 0.4967 
2025 3 16 0 0.4968 
2025 3 16 1 0.4969 
2025 3 16 2 0.4970 
2025 3 16 3 0.4970 
2025 3 16 4 0.4971 
2025 3 16 5 0.4972 
2025 3 16 6 0.4973 
2025 3 16 7 0.4974 
2025 3 16 8 0.4974 
2025 3 16 9 0.4975 
2025 3 16 10 0.4976 
2025 3 16 11 0.4977 
2025 3 16 12 0.4978 
2025 3 16 13 0.4978 
2025 3 16 14 0.4979 
2025 3 16 15 0.4980 
2025 3 16 16 0.4981 
2025 3 16 17 0.4982 
2025 3 16 18 0.4982 
2025 3 16 19 0.4983 
2025 3 16 20 0.4984 
2025 3 16 21 0.4985 
2025 3 16 22 0.4986 
2025 3 16 23 0.4986 
2025 3 17 0 0.4987 
2025 3 17 1 0.4988 
2025 3 17 2 0.4989 
2025 3 17 3 0.4990 
2025 3 17 4 0.4990 
2025 3 17 5 0.4991 
2025 3 17 6 0.4992 
2025 3 17 7 0.4993 
2025 3 17 8 0.4993 
2025 3 17 9 0.4994 
2025 3 17 10 0.4995 
2025 3 17 11 0.4996 
2025 3 17 12 0.4997 
2025 3 17 13 0.4997 
2025 3 17 14 0.4998 
2025 3 17 15 0.4999 
2025 3 17 16 0.5000 
2025 3 17 17 0.5001 
2025 3 17 18 0.5001 
2025 3 17 19 0.5002 
2025 3 17 20 0.5003 
2025 3 17 21 0.5004 
2025 3 17 22 0.5005 
2025 3 17 23 0.5005 
2025 3 18 0 0.5006 
2025 3 18 1 0.5007 
2025 3 18 2 0.5008 
2025 3 18 3 0.5009 
2025 3 18 4 0.5009 
2025 3 18 5 0.5010 
2025 3 18 6 0.5011 
2025 3 18 7 0.5012 
2025 3 18 8 0.5013 
2025 3 18 9 0.5013 
2025 3 18 10 0.5014 
2025 3 18 11 0.5015 
2025 3 18 12 0.5016 
2025 3 18 13 0.5017 
2025 3 18 14 0.5017 
2025 3 18 15 0.5018 
2025 3 18 16 0.5019 
2025 3 18 17 0.5020 
2025 3 18 18 0.5021 
2025 3 18 19 0.5021 
2025 3 18 20 0.5022 
2025 3 18 21 0.5023 
2025 3 18 22 0.5024 
2025 3 18 23 0.5025 
2025 3 19 0 0.5025 
2025 3 19 1 0.5026 
2025 3 19 2 0.5027 
2025 3 19 3 0.5028 
2025 3 19 4 0.5029 
2025 3 19 5 0.5029 
2025 3 19 6 0.5030 
2025 3 19 7 0.5031 
2025 3 19 8 0.5032 
2025 3 19 9 0.5033 
2025 3 19 10 0.5033 
2025 3 19 11 0.5034 
2025 3 19 12 0.5035 
2025 3 19 13 0.5036 
2025 3 19 14 0.5037 
2025 3 19 15 0.5037 
2025 3 19 16 0.5038 
2025 3 19 17 0.5039 
2025 3 19 18 0.5040 
2025 3 19 19 0.5041 
2025 3 19 20 0.5041 
2025 3 19 21 0.5042 
2025 3 19 22 0.5043 
2025 3 19 23 0.5044 
2025 3 20 0 0.5045 
2025 3 20 1 0.5045 
2025 3 20 2 0.5046 
2025 3 20 3 0.5047 
2025 3 20 4 0.5048 
2025 3 20 5 0.5049 
2025 3 20 6 0.5049 
2025 3 20 7 0.5050 
2025 3 20 8 0.5051 
2025 3 20 9 0.5052 
2025 3 20 10 0.5053 
2025 3 20 11 0.5053 
2025 3 20 12 0.5054 
2025 3 20 13 0.5055 
2025 3 20 14 0.5056 
2025 3 20 15 0.5057 
2025 3 20 16 0.5057 
2025 3 20 17 0.5058 
2025 3 20 18 0.5059 
2025 3 20 19 0.5060 
2025 3 20 20 0.5061 
2025 3 20 21 0.5061 
2025 3 20 22 0.5062 
2025 3 20 23 0.5063 
2025 3 21 0 0.5064 
2025 3 21 1 0.5064 
2025 3 21 2 0.5065 
2025 3 21 3 0.5066 
2025 3 21 4 0.5067 
